Rather notoriously how was Captain Kirk killed off in Star Trek Generations?,They dropped a bridge on him,He was eaten by an alien,Death by over acting,He perished during coitus,They dropped a bridge on him
Whom did Joe Rogan confront onstage at the LA's Comedy Store in 2007 to accuse him of stealing jokes?,Jay Leno,Dane Cook,Denis Leary,Carlos Mencia,Carlos Mencia
What TV character died in her sleep of a stroke in 1980?,Edith Bunker,Jessica Tate,Louise Jefferson,Miss Ellie Ewing,Edith Bunker
Alison Irwin was on Big Brother 5. Jordan and Jeff were on Big Brother 16. All of them were also on what other CBS reality series?,Survivor,Amazing Race,The Apprentice,The Bachelor,Amazing Race
Thanks to "Shit My Dad Says" Justin Halpern landed a book deal and a TV show starring William Shatner. How did Halpern become famous?,On Twitter,On Wikipedia,On YouTube,On Facebook,On Twitter
Nicknamed the "Man in Black" which American singer-songwriter died on September 12 2003 less than four months after his wife?,Johnny Cash,Carl Perkins,Ray Charles,Roy Orbison,Johnny Cash
What name is shared by a fictional horse and by the Green Hornet's car?,Black Beauty,Silver,Shadowfax,Comet,Black Beauty
Who was the first director of the Bureau of Investigation later known as the FBI?,J. Edgar Hoover,Stanley Finch,William E. Allen,A. Bruce Bielaski,Stanley Finch
Stan Getz is famous for playing which instrument?,Guitar,Piano,Violin,Saxophone,Saxophone
Allen's Everlasting is a variety of which fruit?,Orange,Pear,Cherry,Apple,Apple
World Heritage sites Polonnaruwa Dambulla and Sigiriyi are found in which country?,India,Canada,Syria,Sri Lanka,Sri Lanka
Who wrote The Red Book written between 1914 and 1930 and published in 2009?,Joseph Campbell,Carl Jung,Herman Hesse,Sigmund Freud,Carl Jung
Alex Cross is the protagonist of a series of books by which writer?,John Grisham,Jake Grisham,James Patterson,Tom Clancy,James Patterson
The name of which Greek goddess means "foam born"?,Artemis,Zeus,Hera,Aphrodite,Aphrodite
Chaetophobia is the fear of what?,Spiders,Hair,Roads,Snow,Hair
The Duke of Plaza-Toro is a character in which Gilbert and Sullivan play?,The Pirates of Penzance,The Mikado,The Grand Duke,The Gondoliers,The Gondoliers
Gold Base is the name of the international headquarters of which church?,Church of Jesus Christ of Latter-Day Saints,Church of Scientology,Church of England,Seventh-Day Adventists,Church of Scientology
Which celebrity is sometimes referred to as Mr. C?,Kevin Costner,Jim Carter,Perry Como,Sean Connery,Perry Como
What is the diameter of a basketball hoop?,32 inches,18 inches,10 inches,24 inches,18 inches
Which is the smallest digit on the human body?,Pinky Toe,Index Finger,Thumb,Pinky,Pinky Toe
What was the name of the computer in 2001 Space Odyssey?,R2D2,H.A.L 9000,Robocop,MAC,H.A.L 9000
What is the name of a beaver's home?,Dam,Ridge,Cabin,Lodge,Lodge
Who was the top selling artist from 1999 to 2006?,Mariah Carey,Madonna,Usher,Britney Spears,Britney Spears
Which country was the first to give women the right to vote?,Canada,USA,France,New Zealand,New Zealand
What was the last album released by The Beatles?,Abbey Road,Rubber Soul,The White Album,Let It Be,Let It Be
What living bird has the largest wingspan?,Albatross,Eagle,Falcon,Condor,Albatross
How many planets have rings made of ice and dust particles?,3,1,2,4,4
What waterways does the Suez Canal connect?,Red Sea and Black Sea,Mediterranean Sea and Red Sea,Black Sea and Red Sea,Dead Sea and Black Sea,Mediterranean Sea and Red Sea
What is the collective term for nightingales?,Pride,Frat,Bullet,Watch,Watch
How long did the third Arab-Israeli War last?,Three months,Five years,Eight years,Six days,Six days
Which famous gangster was called Scarface?,Al Capone,Dutch Schultz,Albert Anastasia,Vincent Gigante,Al Capone
Who ate Oysters with the Carpenter?,A Giant,The Blue Fairy,The Walrus,The Baker,The Walrus
Where is the Heathrow airport?,Montreal,Moscow,London,Chicago,London
Who did Alan Alda play on the show M*A*S*H?,Maxwell Klinger,Charles Winchester,Sherman Potter,Benjamin Franklin Pierce,Benjamin Franklin Pierce
A proton has what type of charge?,Sometimes Positive Sometimes Negative,Positive,Neutral,Negative,Positive
Although credit is often given to Hermann von Helmholtz in 1851 which 19th Century scientist may have invented the Ophthalmoscope in 1847?,Joseph Henry,Henry Cavendish,Charles Babbage,Thomas Edison,Charles Babbage
The standard atmospheric temperature of earth at sea level is?,15 degrees Celsius,21 degrees Celsius,18 degrees Celsius,12 degrees Celsius,15 degrees Celsius
How many memory locations can an 8-bit CPU address?,32768,65535,65537,65536,65536
The Hubble Space Telescope blasted off aboard the space shuttle Discovery from Cape Canaveral on April 24 1990. What was its price tag?,About $1 Billion,About $1.5 Billion,About $200 Million,About $500 Million,About $1.5 Billion
How long does it take light from the sun to reach the earth?,About 9 hours and 8 minutes,About 8 minutes and 20 seconds,About 12 seconds,About 12 minutes and 20 seconds,About 8 minutes and 20 seconds
Which metal has the highest melting point?,Platinum,Titanium,Tungsten,Gold,Tungsten
When did Sir William Herschel discover the planet Uranus?,March 13 1581,March 13 1881,March 13 1781,March 13 1681,March 13 1781
A virus is a minuscule parasitic organism that can do what?,Destroy data on a disk,Cause the body temperature to drop,Cause insanity,Reproduce only inside a host,Reproduce only inside a host
When did the United States detonate its first atomic bomb in an underwater test at the Bikini Atoll?,July 25 1948,July 25 1952,July 25 1946,July 25 1950,July 25 1946
Which celestial body did the philosopher Pythagoras name in 530 BC although its name has now been translated into Latin?,Venus,Saturn,Mercury,Jupiter,Venus
Who invented the telescope?,Edwin Powell Hubble,Galileo,Nicolaus Copernicus,Hans Lippershey,Hans Lippershey
First published in 1687 who wrote "Mathematical Principles of Natural Philosophy"?,Charles Babbage,Gottfried Leibniz,Pierre de Fermat,Sir Isaac Newton,Sir Isaac Newton
The symbol for Germanium is what?,Gr,Gm,Ga,Ge,Ge
Some types of this plant can grow over three feet in just one day.,Bamboo,Lemon Grass,Cactus,Creeping Thyme,Bamboo
How many hearts does an Octopus have?,4,1,3,2,3
Which of the following letters does not represent a chemical element within the periodic table of elements?,J,K,A,Z,J
Which of the following scientists laid the foundations for the present classification system of life using binomial nomenclature?,Charles Darwin,William Thomson,Georges Cuvier,Carl Linnaeus,Carl Linnaeus
Which of the following is one of the four valves of the heart?,Cuboid,Cardiac,Metacarpal,Tricuspid,Tricuspid
Which 1970 space mission was the first to successfully land a craft on Venus?,Mariner 2,Viking 1,Venera 7,Pioneer 1,Venera 7
Which fundamental force was predicted by Enrico Fermi in 1934 to explain beta decay?,Weak interaction,Strong interaction,Gravity,Electromagnetism,Weak interaction
Most of the planets orbiting our sun spin counter-clockwise. Which of the following planets listed rotates clockwise?,Earth,Neptune,Venus,Jupiter,Venus
Insulin was the first human protein to be synthesized. In what year?,1955,1945,1935,1965,1965
Which subatomic particle was the first to be discovered?,Electron,Neutron,Proton,Positron,Electron
How many microns are in one metric metre?,10 million,1 million,1000 million,100 million,1 million
Which are the only people who do not experience REM sleep?,Schizophrenic,Blind from birth,Insane,Do not dream,Blind from birth
Which principle first stated by Faraday in 1831 states that a magnet's motion relative to a metal conductor generates an electric pulse?,Magnetic conduction,Paramagnetic reduction,Electric inversion,Magnetic induction,Magnetic induction
Which of these are a unit of electrical resistance?,Hertz,Alamo,Ohm,Farad,Ohm
Who is credited with developing "Coordinate Geometry"?,Newton,Descartes,Kelvin,Leibnitz,Descartes
As of 2012 how many Russian Cosmonauts have been on the Moon?,None,12,8,4,None
On average how much does human hair grow in one year?,12 inches,6 inches,9 inches,3 inches,6 inches
Besides creating the now-worthless slide rule what is mathematician William Oughtred's claim to fame?,Created the multiplication sign X,Helped Newton develop calculus,Did pioneering Sanskrit research,Founded the Royal Society,Created the multiplication sign X
Who discovered X-Rays?,Martin Luther,Sir Isaac Newton,Arthur Schopenhauer,Wilhelm Roentgen,Wilhelm Roentgen
Which of the following is the most acidic pH?,1.0,9.0,6.0,2.5,1.0
After pooling his money with friends to buy a diamond which scientist burned it in 1772 to discover that diamonds are made of carbon?,Joseph Priestley,Antoinet Lavoisier,Carl Scheele,Humphrey Davy,Antoinet Lavoisier
Which is the second most abundant chemical element on Earth?,Silicon,Hydrogen,Nitrogen,Oxygen,Silicon
Which group does not fit the unicellular definition of Kingdom Protista?,Algae,Slime Molds,Protozoans,Seaweeds,Seaweeds
How many "Earth's" could be formed out of the volume of the Sun?,201000,1.3 Million,300100,252000,1.3 Million
Can you identify the branch of mathematics that primarily deals with apothems?,Algebra,Calculus,Differential calculus,Geometry,Geometry
What is the largest and heaviest organ of the human body?,Heart,Stomach,Liver,Skin,Skin
What does the goliath birdeater spider use in its web to help catch its prey?,They bait the web with insects,They scent the web,Flowers,A trip wire,A trip wire
Which principle first stated by Antoine-Laurent Lavoisier in 1789 was revised in 1905 by Albert Einstein?,Conservation of Mass,Conservation of Momentum,Principle of First Action,Lagrangian Function,Conservation of Mass
Famed scientist chemist Jons Jakob Berzelius (1779-1848) was a native of what country?,Switzerland,Austria,Germany,Sweden,Sweden
In 1820 which metal was the first substance after iron shown to be capable of being magnetized?,Copper,Gold,Nickel,Silver,Copper
Who invented dynamite?,Tzun Ling,Alfred Nobel,Albert Einstein,Alfred E. Neumann,Alfred Nobel
Happily it only eats teeny tiny food like plankton. At up to 60 feet what is the largest known fish?,Hammerhead,Giant catfish,Whale shark,Jumbo shrimp,Whale shark
Originally a gram was defined as how much pure water at the temperature of melting ice?,1 cup,1 tablespoon,1 cc,1 teaspoon,1 cc
What distinctive feature of the Stegosaurus was named the thagomizer a term that originally appeared in a Far Side comic strip about the late Thag Simmons?,Two horns and a bony facial frill,Fins,A turtle-like shell,Double row of kite-shaped plates on its back,Double row of kite-shaped plates on its back
No this drug was never used as an appetite suppressant or as a stimulant for the military but Merck did hope it would stop abnormal bleeding.,Acid (LSD),Cannabis (THC),Ecstasy (MDMA),Angel dust (PCP),Ecstasy (MDMA)
When would a gerontologist take an interest in you?,When you grow old,When you exercise,When you enjoy a hobby,When you study your ancestry,When you grow old
The largest single living animal cell on Earth is the yolk found in what animal's egg which in turn is the largest egg in the world?,Blue whale,Komodo dragon,Ostrich,Elephant,Ostrich
Supersonic is at least Mach 1 roughly. What word is used for Mach 5 or five times the speed of sound?,Ultrasonic,Megasonic,Transonic,Hypersonic,Hypersonic
In 1919 while flying the Lame Duck Albert "Putty" Reed and his crew became the first people to fly across which ocean?,Arctic,Atlantic,Indian,Pacific,Atlantic
Although the agouti gene is responsible for bay-colored horses and the stripes on a tabby what is an agouti itself?,A North American wildcat,A South American rodent,An Asian primate,An African antelope,A South American rodent
Henrietta Lacks who lived in a segregated community died of cervical cancer in 1951 but she's still saving lives today. How so?,Her death led to tighter meat packing standards,She appeared in one of the first anti-smoking videos,Her cells are still being used in medical research,Her body was used to model the CPR dummy,Her cells are still being used in medical research
If you're converting from metric how many inches are there to the meter?,19.37,79.37,39.37,59.37,39.37
The appendix hangs off the cecum. Where would you find the cecum?,Small intestine,Liver,Stomach,Large intestine,Large intestine
The male deep-sea angler only feeds when it bites the larger female and sucks her blood giving him even more incentive to do something. What?,Mate,Surface,Hunt,Hatch,Mate
1930 saw the introduction of a Disney character and the discovery of a planet both of which had the same name. Which one?,Pluto,Uranus,Goofy,Neptune,Pluto
When was the rubber balloon invented?,1609,1824,1910,1736,1824
What shape is the galaxy called the Milky Way?,A flattened spiral,A flat tube,A sphere,A corkscrew,A flattened spiral
How many eyelids does a cat have?,1,4,2,3,3
Which of these is an ingredient in gunpowder?,Mercury,Saltpeter,Hydrogen,Pepper,Saltpeter
How is an igneous rock formed?,Pressure,Fossilized bones,Water,Cooled magma,Cooled magma
Which of your five senses is most related to your memory?,Touch,Taste,Sight,Smell,Smell
What kind of bird is the smallest in the world?,Chickadee,Nightingale,Hummingbird,Swallow,Hummingbird
What part of the brain is sometimes referred to as the "Fear Center"?,Solitary nucleus,Tectum,Medullary pyramids,Amygdala,Amygdala
How many astronauts were on the Mercury flights?,3,1,7,5,1
Which of these inventers had more than 1000 patents at the time of their death?,Thomas Edison,Henry ford,Eli Whitney,Benjamin Franklin,Thomas Edison
What was Mary Mallon famous for?,Designing the space needle,Inventing the cotton gin,Spreading typhoid fever,First woman in space,Spreading typhoid fever
Which of these vegetables is a perennial?,Corn,Potato,Squash,Rhubarb,Rhubarb
What turns litmus paper blue?,Blood,Acid,Copper,Base,Base
How many colors are there in a rainbow?,15,9,7,12,7
What is the correct term for young female cow?,Steer,Heifer,Ox,Filly,Heifer
Which direction does the needle on a compass point to?,South,North,West,East,North
How far away is the sun?,150 million miles,50 million miles,20 million miles,93 million miles,93 million miles
What does the Fujita Scale measure?,Tornados,Temperature,Earthquakes,Atmospheric pressure,Tornados
What is the nearest galaxy to the Milky Way?,Andromeda,Ursa Major II Dwarf,Magellanic Clouds,Canis Major Dwarf,Canis Major Dwarf
In 2009 a comedy film named Caesar and Cleopatra was released. Who stars as Caesar?,Jeremy Irons,Alan Rickman,Michael Keaton,Christopher Plummer,Christopher Plummer
Which football "bowl" made its debut in 1927?,The Cotton Bowl,The Rose Bowl,The Hula Bowl,The Super Bowl,The Rose Bowl
Which squadron in WWII was nicknamed "The Red Tails"?,The 102,The 209,The 332,The 51,The 332
In what year did Amelia Mary Earhart make her famous flight across the Atlantic Ocean?,1941,1926,1932,1953,1932
What comedian was famous for the line "Anything for a laugh"?,Don Knotts,Phil Silvers,Eddie Murphy,Milton Berle,Milton Berle
What did rower Vyacheslav Ivanov lose in 1956?,His watch,His paddle,His plane ticket,His medal,His medal
What two colors do 3D glasses consist of?,Red and blue,Blue and yellow,Red and yellow,Red and green,Red and blue
What was the name of the dog in the classic movie "The Wizard of OZ"?,Spot,Toto,Fido,Bingo,Toto
What is a cairn?,A hand tool,An herb,A pile of stones,A land formation,A pile of stones
In which sport would you hear the terms aft sheet and trim?,Sailing,Boxing,Figure skating,Skiing,Sailing
What is the name of the Chicago Bear's mascot?,Charles,Windy,Gogo,Staley Da Bear,Staley Da Bear
In which mountain range would you find Tibet?,Himalayas,Andes,Rockies,Alps,Himalayas
What is the largest pyramid in the new world?,La Danta,The Red Pyramid,Pyramid of the Sun,Cholula,Cholula
What is the capital of Finland?,Freetown,Warsaw,Prague,Helsinki,Helsinki
What is Knute Rockne's claim to fame?,Painter,Writer,Politician,Football player,Football player
In which city is Battery Park located?,New York,Las Vegas,Juno,Miami,New York
In which country did Bing Crosby die?,America,Spain,Russia,Ireland,Spain
In the classic nursery rhyme whose wife was in a pumpkin shell?,Paul,Jonny,Peter,Mark,Peter
In 1936 who would not shake hands with runner Jesse Owens?,Winston Churchill,Adolf Hitler,Benito Mussolini,Joseph Stalin,Adolf Hitler
Which of these plays was written by Gilbert and Sullivan?,Pirates of Penzance,The Sound of Music,Guys and Dolls,Carousel,Pirates of Penzance
If you are standing beside Victoria Falls what river could you see?,Mississippi,Amazon,Zambezi,Nile,Zambezi
Michael Stivic is whose son-in-law?,Steven Keaton,Danny Tanner,Heathcliff Huxable,Archie Bunker,Archie Bunker
Which sport is featured in the film Kansas City Bomber?,Roller Derby,Curling,Hockey,Bob sledding,Roller Derby
How many times did Mickey Mantle strikeout?,927,1276,1335,1710,1710
Where is the "Venus de Milo" on exhibit?,Vatican Museum,The Guggenheim,Prado Museum,The Louvre,The Louvre
According to the old song "My Darling Clementine" how did Clementine die?,Shot,Hung,Bucked off a horse,Drowns,Drowns
Which talented celebrity wrote the book Cruel Shoes?,Chevy Chase,Steve Martin,Jeff Goldblum,Alan Alda,Steve Martin
In the classic story "Death on the Nile" who solves the crime?,Sherlock Holmes,Miss Marple,Philip Marlowe,Hercule Poirot,Hercule Poirot
The Forget-Me-Not is which US state's official flower?,Texas,Alaska,Nebraska,Maine,Alaska
Which of these countries has four official languages?,Germany,Switzerland,Italy,Canada,Switzerland
Which of these items would not have been worn by a Knight?,Sallet,Solidaster,Barbute,Armet,Solidaster
What book contains the characters Mr. Bumble and Little Dick?,Oliver Twist,Gulliver's Travels,Animal Farm,Pinocchio,Oliver Twist
What was the name of The Lone Ranger's Horse?,Bullet,Beauty,Trigger,Silver,Silver
What company used the slogan "Drink it and sleep"?,Sanka,Budweiser,Pepsi,Earl Grey,Sanka
In which book would you read about a dragon named Smaug?,The Princess Bride,Harry Potter and the Goblet of Fire,The Never Ending Story,The Hobbit,The Hobbit
In the movie Harry Potter and the Chamber of Secrets what item of clothing did Lucius Malfoy give to Dobby?,A cape,A scarf,A hat,A sock,A sock
How many rings are used in the Olympic logo?,Nine,Three,Five,Seven,Five
Which of these people spent years in exile in Siberia?,Adolph Hitler,Joseph Stalin,Vladimir Lenin,Karl Marx,Joseph Stalin
What was Max Baer's claim to fame?,Boxer,Jockey,Sailor,High jumper,Boxer
The Video Rangers were the fan club of which superstar?,Captain Kangaroo,The Immortals,Captain Video,The Power Rangers,Captain Video
Who was the host of the radio show The Fireside Chat?,George Orwell,Alfred Hitchcock,Nancy Reagan,President Franklin D Roosevelt,President Franklin D Roosevelt
In which children's classic novel would you find the characters of Snowbell and Margalo?,Stewart Little,Chitty Chitty Bang Bang,Prince Caspian,Alive in Wonderland,Stewart Little
Which hockey player was nicknamed "The Magnificent"?,Jaromir Jagr,Mario Lemieux,Mark Messier,Wayne Gretzky,Mario Lemieux
Which company first produced the B-29 bomber?,Supermarine Aviation Works,Boeing,Saab,Hawker,Boeing
Which actor played the part of Sherriff of Nottingham in the Film Robin Hood - Prince of Thieves (1991)?,Peter O'Toole,Jeremy Irons,Alan Rickman,Michael Caine,Alan Rickman
Who wrote the song Stutter?,Rolling Stones,Scissor Sisters,Greenday,Mariana's Trench,Mariana's Trench
On the hit sitcom Roseanne what kind of factory does Roseanne work in?,Steel,Plastic,Meat packing,Car,Plastic
If you were watching Greg Louganis what sport would you be watching?,Diving,Tennis,Figure skating,Hockey,Diving
What body of water separates Vancouver Island from the mainland?,Bering Strait,Magellan Strait,Strait of Gibraltar,Strait of Juan de Fuca,Strait of Juan de Fuca
Which airline used the tag line "The World's Favorite Airline"?,Air Canada,American Airlines,Atlantic Airlines,British Airways,British Airways
Which of these men's colognes was put out by Giorgio Armani?,Aqua Di Gio,Eternity,Le Male,Polo Sport,Aqua Di Gio
Which tennis player was nicknamed the Iceman?,Andre Agassi,Jimmy Connors,John McEnroe,Bjorn Borg,Bjorn Borg
Who recorded the pop hit "Papa Don't Preach"?,Katy Perry,Madonna,Cher,Cyndi Lauper,Madonna
Ankara is the capital of which nation?,Romania,Turkey,Hungry,Slovakia,Turkey
All of the countries flags are red and white except?,Canada,Denmark,Switzerland,Vietnam,Vietnam
Which restaurant chain offers training at the College of Pizzerology?,Pizza 73,Domino's,Little Caesar's,Pizza Hut,Domino's
Which superhero had an invisible plane?,Wonder Woman,Batman,Superman,Hell Boy,Wonder Woman
What would you do with fennel?,Eat it,Play it,Wear it,Use it,Eat it
The chinchilla is native to which mountain range?,Alps,Rockies,Himalayas,Andes,Andes
On the long running show Gilligan's Island what color was Gilligan's shirt?,Green,White,Red,Blue,Red
In the game of chess what two pieces are moved in the castling maneuver?,The King and Knight,The King and Queen,The King and Rook,The King and Bishop,The King and Rook
How many colors are there in a rainbow?,Six,Seven,Four,Nine,Seven
What does the Roman numeral C represent?,50,1000,500,100,100
In the book "The Hitchhiker's Guide to the Galaxy" what is the stolen "Heart of Gold"?,Space Ship,Main Character's Nickname,Northern Star,Sun,Space Ship
Which waterfalls would you find between Lake Erie and Lake Ontario?,Niagara Falls,Cumberland Falls,Victoria Falls,Angel Falls,Niagara Falls
In the book "Alice's Adventures in Wonderland" who does Alice follow down the hole?,The White Rabbit,The Queen of Hearts,Cheshire Cat,The Hatter,The White Rabbit
How many stars are there on the Australian flag?,Twelve,Ten,Six,Eight,Six
Who oversaw the design and assembly of the very first atomic bomb?,Enrico Fermi,J. Robert Oppenheimer,Max Born,Edward Teller,J. Robert Oppenheimer
Who created the animated TV show "South Park"?,Trey Parker and Matt Stone,Nancy Cartwright,James L. Brooks,Matt Groening,Trey Parker and Matt Stone
How many numbered colored balls are there in the standard pocket billiards game?,Fourteen,Fifteen,Twelve,Sixteen,Fifteen
Who was Ronald Reagan's first wife?,Nancy Davis,Jane Wyman,Maureen Reagan,Patti Davis,Jane Wyman
Which country is Greenland a part of?,USA,Canada,England,Denmark,Denmark
What card game often goes by the name "Patience"?,Hearts,Baccarat,Spades,Solitaire,Solitaire
In which comic book did Batman make his first appearance?,Golden Age Comics,Detective Comics,Underground Comics,Marvel Comics,Detective Comics
What is a second full moon in a month called?,A Double Moon,A Half Moon,A Lucky Moon,A Blue Moon,A Blue Moon
According to the song by the Everly Brothers what time did Little Susie wake up?,Midnight,2,4,7,4
What is the name of the island in San Francisco Bay?,Channel,Flattery Rock,Pigeon,Alcatraz,Alcatraz
Who starred in the film "Heaven Can Wait"?,Peter Sellers,Warren Beatty,John Wayne,Alan Alda,Warren Beatty
Rembrandt was from which country?,Italy,Germany,Dutch Republic,Russia,Dutch Republic
Whose nickname was The Say-Hey Kid?,Paul Anka,Warren Beatty,Willie Mays,Thomas Jefferson,Willie Mays
Who wrote the literary fairy tale "The Ugly Duckling"?,Lewis Carroll,Enid Blythe,Hans Christian Anderson,Mark Twain,Hans Christian Anderson
How many Marx brothers were there?,9,3,7,5,5
What did Paul Revere do for a living?,Chandler,Cobbler,Silversmith,Doctor,Silversmith
Of the following which state has the longest coastline?,Florida,California,Hawaii,Texas,Florida
James Bond has been the subject of countless movies. What was the name of the very first Bond film?,In Her Majesty's Secret Service,From Russia With Love,Dr. No,Golden Finger,Dr. No
The nail on which finger grows the fastest?,The index,The ring,The pinky,The middle,The middle
Who is El Greco?,A painter,A clothing designer,A politician,Head of a crime family,A painter
In one of the most common versions of the Arthurian Legend who is said to be the son of Lancelot?,Sir Galahad,Amr,Sir Landevale,Black Knight,Sir Galahad
What does Popeye have tattooed on his arm?,An olive,A heart,A boat,An anchor,An anchor
What term is used to describe 500 sheets of paper?,A cord,A fathom,A link,A ream,A ream
The NFL team the Ravens play in which city?,Chicago,Baltimore,St. Louis,Houston,Baltimore
What famous square is located in Moscow?,Trafalgar,Red,Times,Tiananmen,Red
A cardio specialist deals with which part of the body?,Skin,Feet,Teeth,Heart,Heart
Who was Thomas Becket?,An archbishop,A painter,An actor,A journalist,An archbishop
The line "Two roads diverged in a yellow wood" is from which famous poem?,The Road Not Taken,Alone,The Woods on a Snowy Evening,Over the Road and Through the Woods,The Road Not Taken
Who painted "The Magpie and Beach in Pouville"?,Van Gogh,Picasso,Rembrandt,Monet,Monet
Which Shakespearian character says the famous line "Friends Romans countrymen lend me your ears"?,King Richard the Third,Duncan,Macbeth,Mark Anthony,Mark Anthony
Which actress had already made over a million dollars by the time she was ten years old?,Marilyn Monroe,Audrey Hepburn,Jane Fonda,Shirley Temple,Shirley Temple
Who was referred to as "The Widow Capet" and "The Baker's Wife"?,Martha Stewart,Marie Antoinette,Indira Ghandi,Martha Washington,Marie Antoinette
How many slaves did George Washington own at the age of eleven?,54,103,10,0,10
Where is the Mackenzie River located?,Canada,Brazil,China,South Africa,Canada
What is a "Sloop"?,A slang term for a male chicken,A thief,A railway car,A boat,A boat
What was the name of Popeye's child?,Olive Oil,Swee'Pea,Little Muffin,Small Fry,Swee'Pea
According to the old rhyme what scared Little Miss Muffet?,A snake,A mouse,A spider,A frog,A spider
Which of these countries is in South America?,Thailand,Tonga,Portugal,Uruguay,Uruguay
In the Kingsley Amis book Lucky Jim is Jim Dixon. What does he do for a living?,Represent Wonking-Wapping in Parliament,Teach at a minor UK university,Swindle little old ladies,Fiddle the books for a corporation,Teach at a minor UK university
The Maltese alphabet has 29 letters but is missing which letter that is sometimes used as a vowel in English?,U,W,Y,V,Y
What is the town in Our Town?,Cabot Cove,Grover's Corners,Lake Wobegon,Mayberry,Grover's Corners
Just 13 chapters long what 2500-year-old Chinese book has been shaping military (and business) strategy ever since?,Confucius's Analects,Buddha's Tipitaka,Sun Tzu's Art of War,Lao Tzu's Tao Te Ching,Sun Tzu's Art of War
Where in a bookstore would you look for "Dress Your Family in Corduroy and Denim" by David Sedaris?,Reference,Humor,Food,Pop Culture,Humor
In the 1990s Norman Foster added a glass dome to what capitol building originally completed in 1894?,Reichstag,Sejm,Diet,Knesset,Reichstag
By John Bunyan "Pilgrim's Progress" follows a pilgrim's progress from the City of Destruction to what city?,Celestial City,Cloud City,Emerald City,Gotham City,Celestial City
Urban planner Lucio Costa designed what world capital to look like an airplane when seen from above?,Brasilia,Islamabad,Washington,Canberra,Brasilia
Don't be afraid. By what name did Adeline Virginia Stephen become better known?,Agatha Christie,Anne Rice,Virginia Woolf,Joyce Carol Oates,Virginia Woolf
Which of these was not one of the Bloomsbury Group but did hang out at the Algonquin Round Table?,Virginia Woolf,John Maynard Keynes,Dorothy Parker,EM Forster,Dorothy Parker
A "Caspar Milquetoast" is a timid soul. Who was the original Caspar Milquetoast?,The mascot for a Post brand of buttered toast,A vaudeville comedian named Allen Stewart Konigsberg,A character in the comic strip "The Timid Soul",FDR's second secretary of the treasury,A character in the comic strip "The Timid Soul"
Edgar Rice Burroughs not only created Tarzan but also Pellucidar where dinosaurs and non-human races co-exist. Where is Pellucidar?,The Dark Side of the Moon,500 miles underground,The Antarctic,The bottom of the Pacific,500 miles underground
Although actually buried in Cambridge Massachusetts who was the first American to get his bust put up at Poets' Corner of Westminster Abbey?,Carl Sandburg,TS Eliot,Henry Wadsworth Longfellow,Walt Whitman,Henry Wadsworth Longfellow
What former Pan Am stewardess and author of a George Washington is also known as the Queen of Suspense?,Ruth Rendell,Mary Higgins Clark,PD James,Ngaio Marsh,Mary Higgins Clark
Who discovered Penicillin in 1928?,Howard Florey,Louis Pasteur,Marie Curie,Alexander Fleming,Alexander Fleming
What is the closest planet to the sun?,Earth,Venus,Mercury,Mars,Mercury
Which of the following colors is not a primary color?,Green,Blue,Yellow,Red,Green
Which of the following terms does not refer to the water cycle?,Precipitation,Condensation,Evaporation,Anticyclonic,Anticyclonic
Who developed the idea of natural selection and released his theories in a book titled "On the Origin of Species"?,Isaac Newton,Albert Einstein,Michael Faraday,Charles Darwin,Charles Darwin
What is the smallest prime number?,2,5,1,3,2
The process that involves plants using energy from sunlight to convert carbon dioxide into food is called?,Adiabatic Process,Superphosphate,Photosynthesis,Monoecious,Photosynthesis
The fastest land animal in the world is the...,Cheetah,Lion,Horse,Tiger,Cheetah
Where is the smallest bone found in the human body?,Leg,Foot,Ear,Hand,Ear
What is the first element on the periodic table?,Hydrogen,Helium,Carbon,Oxygen,Hydrogen
The common cold is a type of...,Plasmodium,Bacteria,Fungal Infection,Virus,Virus
Which gas is most prevalent in the earth's atmosphere?,Hydrogen,Carbon Dioxide,Nitrogen,Oxygen,Nitrogen
According to wide belief Isaac Newton's theories on gravity were inspired by what event?,Seeing a star fall from the sky,Watching the rain fall,Seeing an apple fall from a tree,Watching a ball bounce,Seeing an apple fall from a tree
Halley's Comet was last seen 1986. When will it be visible again from Earth?,2061,2042,2015,2021,2061
Which of the following scientists was awarded Nobel Prize in Physics for his work on theoretical physics in 1921?,Albert Einstein,Ernest Rutherford,James Jeans,Marie Curie,Albert Einstein
Which of these is not part of the name of a famous railroad although it can be found in the name of a Monopoly railroad?,Topeka,Pennsylvania,Atchison,Santa Fe,Pennsylvania
Which of these is not one of Japan's Big Three automakers?,Honda,Hyundai,Nissan,Toyota,Hyundai
What can a Harrier jet do that most jets cannot?,Fly above the speed of sound,Take off vertically,Use radar and sonar,Drops precision bombs,Take off vertically
What national park is named for the Miwok Indian word for the grizzly bear?,Yosemite,Acadia,Zion,Grand Teton,Yosemite
It wasn't St Patrick but the ice age 10000 years ago that freed Ireland of what creatures?,Snakes,Mosquitoes,Rats,Crows,Snakes
Which cereal has been represented since 1940 by Snap Crackle and Pop?,Shredded Wheat,Kellogg's Corn Flakes,Rice Krispies,Wheaties,Rice Krispies
The Broadway musical "Mamma Mia" is based around whose pop songs?,Beach Boys,Abba,Billy Joel,Queen,Abba
